"inspection_id","dba_name","aka_name","license_","facility_type","risk","address","city","state","zip","inspection_date","inspection_type","results","violations","latitude","longitude","location"
"2567763","ATHENA BOARD GAME CAFE","ATHENA BOARD GAME CAFE","2703796","Restaurant","Risk 2 (Medium)","1418 W HOWARD ST ","CHICAGO","IL","60626","2022-11-30T00:00:00.000","Non-Inspection","No Entry",,"42.01934594494819","-87.66686650286474","(42.01934594494819, -87.66686650286474)"
"2567815","Nepalese & Indian Cuisine","Nepalese & Indian Cuisine","2683806","Restaurant","Risk 1 (High)","2515 N CALIFORNIA AVE ","CHICAGO","IL","60647","2022-11-30T00:00:00.000","Canvass Re-Inspection","Pass w/ Conditions","16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: 4-501.114  NO SANITIZER WAS DETECTED AT THE FINAL RINSE FOR THE LOW TEMPERATURE DISH MACHINE. THE DISH MACHINE WAS BEING USED DURING THE INSPECTION WITH A LARGE BOWL BEING WASHED INSIDE OF THE DISH MACHINE. MANAGEMENT INSTRUCTED TO REPAIR AND MAINTAIN THE LOW TEMPERATURE DISH MACHINE WITH A SANITIZING RINSE OF 100 PPM CHLORINE. PRIORITY VIOLATION 7-38-025.  NO CITATION ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-602.13  CLEAN THE TOP AND SIDES OF THE DISH MACHINE, INTERIOR OF PREP COOLERS, MICROWAVE, PREP TABLES, FOOD STORAGE CONTAINERS, WIRE RACKS IN THE WALK-IN COOLER AND EXTERIOR OF THE GREASE TRAP. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12  OBSERVED ACCUMULATED FOOD DEBRIS ON WALLS THROUGHOUT PREP AND DISHWASH AREA. MUST CLEAN WALLS AND MAINTAIN.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-501.14  CLEAN THE GREASE BUILDUP ON THE VENTILATION HOOD AND FILTERS.  | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: 2-102.13  OBSERVED SEVERAL FOOD HANDLING EMPLOYEES WITHOUT A FOOD HANDLER CERTIFICATE. MANAGEMENT INSTRUCTED THAT ALL FOOD HANDLING EMPLOYEES MUST SHOW PROOF OF TRAINING. ","41.92706664376851","-87.69732984409596","(41.92706664376851, -87.69732984409596)"
"2567811","DOUBLE BUBBLE","DOUBLE BUBBLE","6539","Restaurant","Risk 1 (High)","6036 N BROADWAY ","CHICAGO","IL","60660","2022-11-30T00:00:00.000","Canvass","Fail","1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: THE PERSON IN CHARGE DURING THE INSPECTION DOES NOT HAVE A CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE. PRIORITY FOUNDATION VIOLATION.  | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: THE PERSON IN CHARGE DURING THE INSPECTION WHILE TCS BURGERS WERE NOTED BEING PREPARED AND SERVED DOES NOT HAVE A CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE. PRIORITY FOUNDATION VIOLATION 7-38-012 CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NOTED THE HAND WASHING SINK TO BE USED FOR THE BAR/FOOD PREP NOT ACCESSIBLE FOR USE. SINK FILLED AND BEING USED TO STORED WIPING CLOTHS IN A SANITIZING SOLUTION. REVIEWED HAND SINKS ARE FOR HAND WASHING PURPOSES ONLY AND MUST BE ACCESSIBLE FOR USE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-030(C) CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: MUST PROVIDE EMPLOYEE HAND WASHING SIGNAGE AT ALL HAND WASHING SINKS. | 11. FOOD OBTAINED FROM APPROVED SOURCE - Comments: NOTED APPROXIMATELY 5 LBS CHILI ON SITE IN REFRIGERATION AT 40.4 FROM AN UNAPPROVED SOURCE. PERSON IN CHARGE STATES THE CHILI IS MADE/PREPARED IN OWNERS HOME AND AT THIS TIME ONLY SERVED ON SUNDAYS. CHILI NOTED ON PRINTED MENU. REVIEWED ALL COOKED FOODS MUST BE PREPARED ON SITE OR PREPARED AT AN APPROVED LICENSED FACILITY. CHILI DISCARDED. PRIORITY VIOLATION 7-38-005 CITATION ISSUED. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: THE OBSERVED ESTABLISHMENT IS SERVING HALF-POUND BURGERS COOKED TO ORDER. INSTRUCTED TO PROVIDE A REMINDER AND DISCLOSURE STATEMENT WITH THE WRITTEN ADVISORY STATING, '*THESE FOOD ITEMS ARE COOKED TO ORDER.' ALSO, IT MUST DISCLOSE THE FOOD ITEMS ON THE MENU WITH AN ASTERISK THAT ARE SERVED COOKED TO ORDER (BURGERS). PRIORITY FOUNDATION. 7-38-005 NO CITATION ISSUED. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED BURGERS BEING SERVED TO CUSTOMERS COOKED ON AN OUTDOOR GRILL ON THE FACILITIES PATIO, NOT PROTECTED FROM ENVIRONMENTAL SOURCES OF CONTAMINATION. INSTRUCTED TO PREPARE/COOK ALL BURGERS, HOT DOGS, ETC. ON THE INDOOR GRILL IN THE APPROVED FOOD PREPARATION AREA. MUST ALSO REMOVE THE OUTDOOR GRILL FROM THE PREMISES AND DISCONNECT THE GAS LINE INSTALLED FOR THE GRILL AND REMOVE THE EXHAUST HOOD. PRIORITY FOUNDATION VIOLATION 7-38-005 CITATION ISSUED. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: NOTED WIPING CLOTHS BEING STORED INSIDE THE HAND WASHING SINK. MUST PROVIDE A SEPARATE CONTAINER WITH A SANITIZING SOLUTION FOR WIPING CLOTHS. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: ALL STORED ITEMS THROUGHOUT THE REAR CLOSET NEAR WASHROOM MUST BE ELEVATED AND ORGANIZED. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NO LID FOR THE BAR ICE BIN. MUST PROVIDE. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INTERIOR OF THE REAR TALL REACH-IN FREEZER NOTED DIRTY WITH FOOD DEBRIS. MUST CLEAN AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: SHELVING UNDER THE STEAMTABLE WITH DIRT AND DEBRIS. MUST CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS BEHIND THE BAR AREA THROUGHOUT IN POOR REPAIR WITH MISSING/DAMAGED TILES AND EXPOSED RAW WOOD. MUST REPLACE/REPAIR TO BE SMOOTH AND CLEANABLE. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: NO PROOF OF FOOD HANDLER TRAINING OR CERTIFICATES FOR ALL REQUIRED EMPLOYEES. MUST PROVIDE. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: NO PROOF OF ALLERGEN TRAINING OR CERTIFICATES FOR ALL CITY OF CHICAGO FOOD SERVICE SANITATION MANAGERS. MUST PROVIDE.","41.99191242477542","-87.66047396631802","(41.99191242477542, -87.66047396631802)"
"2567739","LA MICHOACANA DE JENNY","LA MICHOACANA","2641882","ICE CREAM SHOP","Risk 2 (Medium)","5233 W BELMONT AVE ","CHICAGO","IL","60641","2022-11-30T00:00:00.000","Canvass","Out of Business",,"41.93857337816654","-87.75802424046094","(41.93857337816654, -87.75802424046094)"
"2567783","MISS SAIGON","MISS SAIGON","2699550","Restaurant","Risk 1 (High)","1129 W ARGYLE ST ","CHICAGO","IL","60640","2022-11-30T00:00:00.000","Complaint","Fail","38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 3 LIVE ROACHES INSIDE 2-DOOR PREP REACH IN COOLER RUBBER DOOR GASKETS. INSTRUCTED MANAGER MUST REMOVE ALL ROACH ACTIVITY BY THE DATE OF REINSPECTION. ADVISED TO CALL PEST CONTROL OPERATOR FOR SERVICE. PRIORITY FOUNDATION 7-38-020(A). | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED ACCUMULATED FOOD DEBRIS ON THE LOWER SIDE OF PREP AREA SHELVES AND FOOD DEBRIS INSIDE PREP AREA COOLERS. MUST CLEAN AND MAINTAIN EQUIPMENT. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED STANDING WATER ON THE PREP AREA FLOOR (UNDER MICROWAVES) AND LITTER ON FLOOR BEHIND THE CHEST FREEZER. MUST CLEAN/KEEP DRY FLOOR THROUGHOUT PREP AREA.","41.97314767068932","-87.65895612095852","(41.97314767068932, -87.65895612095852)"
"2567762","SCHOOL OF SCHOLARS LEARNING CENTER LLC","SCHOOL OF SCHOLARS LEARNING CENTER LLC","2542346","Children's Services Facility","Risk 1 (High)","2246-2250 E 73RD ST ","CHICAGO","IL","60649","2022-11-30T00:00:00.000","Canvass","Pass","38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED OPENINGS AT THE BOTTOM OF THE REAR EXIT DOOR ON THE TODDLER SIDE(1ST CLASS ROOM). MUST SEAL AND/OR PROVIDE A BETTER WEATHER STRIP TO PREVENT ENTRY POINT FOR PESTS. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN THE INTERIOR BOTTOM OF THE REACH IN FREEZER TO REMOVE DEBRIS AND/OR SPILLS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED STORAGE CLOSET CLUTTERED: MUST ORGANIZES ITEMS OFF THE FLOOR BY 6' FOR CLEANING AND MONITORING PURPOSES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CHIPPING PAINT ABOVE THE INFANT AND TODDLES CLASS ROOMS. MUST REMOVE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS NEED CLEANING ALONG THE WALL BASE AND IN CORNERS IN THE KITCHEN AND INSIDE THE MOP CLOSET TO REMOVE SPILL AND/OR DEBRIS.","41.76269757037132","-87.56944314502059","(41.76269757037132, -87.56944314502059)"
"2567817","OMBUDSMAN ROSELAND","OMBUDSMAN ROSELAND","0","School","Risk 3 (Low)","10928 S HALSTED ST ","CHICAGO","IL","60628","2022-11-30T00:00:00.000","Canvass","Pass","38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED OUTER OPENINGS ALONG BOTTOM OF REAR EXIT DOOR IN ROOM 109. INSTRUCTED MANAGER TO SEAL ALL OUTER OPENINGS ON DOOR TO PREVENT PEST ENTRY. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LOOSE FAUCET ON HAND WASHING SINK IN WASHROOM 109. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED WASTE RECEPTACLE IN WASHROOM 109 AND NORTH STAFF WASHROOM. INSTRUCTED MANAGER TO PROVIDE.","41.695113521218175","-87.64261132457379","(41.695113521218175, -87.64261132457379)"
"2567789","EL POLLO REAL","EL POLLO REAL","2232132","Restaurant","Risk 1 (High)","3835 W 31ST ST ","CHICAGO","IL","60623","2022-11-30T00:00:00.000","Canvass","Pass",,"41.836833676558776","-87.72083154727216","(41.836833676558776, -87.72083154727216)"
"2567801","TASTE FOOD AND WINE","TASTE FOOD AND WINE","1798987","Restaurant","Risk 2 (Medium)","1506 W JARVIS AVE ","CHICAGO","IL","60626","2022-11-30T00:00:00.000","Canvass","Pass","10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: A SIGN OR POSTER THAT NOTIFIES FOOD EMPLOYEES TO WASH THEIR HANDS IS NOT PROVIDED AT RESTROOM LOCATED NEAR BACK EXIT, USED BY FOOD EMPLOYEES. PROVIDE A CLEARLY VISIBLE HANDWASHING SIGN AT EACH HAND SINK.  | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: SOME FOOD IS STORED IN FOOD CONTAINERS WITHOUT PROPER LABELS. MUST LABEL | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: BOXES OF SINGLE USE ARTICLES STORED ON THE FLOOR IN THE STORAGE AREA. ITEMS MUST BE AT LEAST 6 INCHES ABOVE THE FLOOR. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: CUSTOMER USE RESTROOM LACKS A COVERED RECEPTACLE FOR DISPOSAL OF FEMININE HYGIENE PRODUCTS. PROVIDE AT LEAST ONE COVERED TRASH RECEPTACLE IN RESTROOM.","42.016153742321556","-87.66848577949693","(42.016153742321556, -87.66848577949693)"
"2567664","BANH MI CITY","BANH MI CITY","2876825","Restaurant","Risk 1 (High)","1518 W 18th ST ","CHICAGO","IL","60608","2022-11-29T00:00:00.000","License Re-Inspection","Pass","53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO COVERED RECEPTACLE INSIDE OF THE TOILET ROOM. INSTRUCTED TO PROVIDE.","41.857933360440775","-87.66454848002844","(41.857933360440775, -87.66454848002844)"
"2567679","Leona's Pizzeria","Leona's Pizzeria","2873542","Restaurant","Risk 1 (High)","3877 N ELSTON AVE ","CHICAGO","IL","60618","2022-11-29T00:00:00.000","License","Fail","1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO PERSON IN CHARGE WITH A CITY OF CHICAGO CERTIFICATE. INSTRUCTED TO HAVE A CERTIFIED FOOD MANAGER WITH THE CITY OF CHICAGO CERTIFICATE ON SITE AT ALL TIMES. | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CITY OF CHICAGO CERTIFIED FOOD MANAGER OR VALID CITY OF CHICAGO SANITATION CERTIFICATE ON THE PREMISES.INSTRUCTED A CITY OF CHICAGO CERTIFIED FOOD MANAGER MUST BE ON SITE AT ALL TIMES WHILE (TCS FOODS) ARE BEING HANDLED PREPARED AND SERVED AND POST ORIGINAL CERTIFICATE AS REQUIRED.PRIORITY FOUNDATION VIOLATION 7-38-012. | 3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO WRITTEN EMPLOYEE HEALTH POLICY ON THE PREMISES.INSTRUCTED MANAGEMENT TO PROVIDE A SIGNED EMPLOYEE HEALTH POLICY FOR EACH EMPLOYEE. PRIORITY FOUNDATION VIOLATION 7-38-010. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO PROCEDURE/PLAN FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED TO PROVIDE AND MAINTAIN REQUIRED PROCEDURE/PLAN AND APPROPRIATE SUPPLIES OR KIT. (NECESSARY ITEMS AT A MINIMUM: GLOVES, FACE MASKS, DISPOSABLE MOPS AND APPROPRIATE SANITIZER/SPRAY THAT IS EFFECTIVE AGAINST NOROVIRUS). PRIORITY FOUNDATION VIOLATION 7-38-005. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND SINK AT BAR AREA AND NO HAND SINK AT THE NORTH END KITCHEN PREP AREA.INSTRUCTED TO INSTALL NEEDED HANDWASHING SINKS WITH HOT AND COLD RUNNING WATER EQUIPPED WITH SOAP, AND PAPER TOWELS AT BAR AREA. PRIORITY FOUNDATION VIOLATION 7-38-030(c). | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: FOUND LOW TEMPERATURE DISH WASHING MACHINE FINAL SANITIZING RINSE AT 0 PPM CHLORINE CONCENTRATION IN REAR DISHWASHING AREA. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. A MECHANICAL DISHWASHING MACHINE SHOULD PROVIDE A FINAL SANITIZING RINSE OF EITHER 50 ï¿½ 100 PPM CHLORINE (FOR CHEMICAL SANITIZING MACHINE) OR 180F FINAL RINSE (FOR HOT WATER SANITIZING MACHINE).PRIORITY VIOLATION 7-38-025.  | 33. PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: FOUND THE FOLLOWING REFRIGERATION UNITS IN KITCHEN PREP AREA NOT MAINTAINING PROPER TEMPERATURES:3 DOOR PREP LINE COOLER (AIR TEMPERATURE AT 70.1 F),1 DOOR PREP LINE COOLER (AIR TEMPERATURE AT 52.5 F).INSTRUCTED MANAGER COLD HOLDING UNIT MUST MAINTAIN COLD HOLDING TEMPERATURE OF 41.0F OR COLDER. INSTRUCTED TO REPAIR AND MAINTAIN AS REQUIRED.PRIORITY VIOLATION 7-38-005.  | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO METAL STEM THERMOMETER FOR TAKING FOOD TEMPERATURES.INSTRUCTED TO PROVIDE AND MAINTAIN.PRIORITY FOUNDATION VIOLATION 7-38-005. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED FRONT DOOR AND REAR EXIT DOOR WITH 1/4 INCH GAPS AT BOTTOM CORNERS. INSTRUCTED TO MAKE DOORS TIGHT FITTING ALL ACROSS THE BOTTOMS TO PREVENT PEST ENTRY. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED RUSTS ON THE WIRE STORAGE RACKS IN THE WALK-IN COOLER AND WALK-IN-FREEZER.INSTRUCTED TO REMOVE RUST AND REPAINT OR REPLACE THE SHELVES. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: EQUIPMENTS IN DISH ROOM FOUND STORED UNDER ROOF DRAIN PIPE. EQUIPMENT MUST NOT BE STORED UNDER ANY POTENTIAL SOURCE OF CONTAMINATION. INSTRUCTED TO ENCASE OR SOFFIT TO INTERCEPT POTENTIAL DRIPS.  | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: FOUND NO SANITIZING TEST STRIPS (FOR CHLORINE AND QUATS) AVAILABLE FOR DETERMINING SANITIZING CONCENTRATION AT 3-COMPARTMENT SINK AND FOR THE LOW TEMPERATURE DISHWASHING MACHINE.PRIORITY FOUNDATION VIOLATION 7-38-005.  | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED NO MANUAL 3-COMPARTMENT SINK OR HIGH OR LOW MECHANICAL WAREWASHING DISHWASHINE AT THE FULL SERVICE BAR.INSTRUCTED TO INSTALL 3-COMPARTMENT SINK AND FAUCET MUST REACH ALL COMPARTMENTS EVENLY TO WASH, RINSE AND SANITIZE EQUIPMENT AND UTENSILS OR INSTALL A HIGH OR LOW TEMPERATURE MECHANICAL WAREWASHING DISHMACHINE. PRIORITY FOUNDATION VIOLATION 7-38-025. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: BACKFLOW PREVENTION DEVICES NOT LOCATED AT MOP SINK. MUST INSTALL SO BACKFLOW PREVENTION DEVICE MAY BE LOCATED TO BE SERVICED AND MAINTAINED. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED WATER LEAK AT SUPLLY LINES IN BACK OF ICE MAKER.MUST REPAIR LEAK AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO DUMP SINK AT THE BAR AREA.INSTRUCTED TO PROVIDE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO REPAIR/INSTALL MISSING FLOOR TILES ALL THROUGHOUT THE BAR AREA. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND ORGANIZE REAR STORAGE ROOM MUST REMOVE UNNECESSARY ARTICLES DUE TO POTENTIAL PEST HARBORAGE AND ELEVATE MOPS,BROOMS CLEANING EQUIPMENTS OFF THE FLOOR AT LEAST 6' INCHES TO FACILITATE CLEANING. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: INSTRUCTED TO DETAIL CLEAN KITCHEN EXHAUST HOOD/FILTERS TO REMOVE HANGING GREASE/DUST BUILD-UP. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: ALLERGEN TRAINING IS REQUIRED FOR ALL EMPLOYEES THAT HAVE A CITY OF CHICAGO FOOD SANITATION CERTIFICATE.INSTRUCTED TO COMPLETE TRAINING AND KEEP CERTIFICATE ON SITE. ","41.951897553868875","-87.71631400456782","(41.951897553868875, -87.71631400456782)"
"2567693","RAHMAT GROCERY & ZABIHA HALAL MEAT","RAHMAT GROCERY & ZAHIBA HALAL MEAT","1980935","Grocery Store","Risk 2 (Medium)","2158 W DEVON AVE ","CHICAGO","IL","60659","2022-11-29T00:00:00.000","Canvass","Pass","47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CARDBOARD USED AS LINER ON SHELVING UNIT IN WALK-IN COOLER LOCATED IN THE REAR. INSTRUCTED THE PERSON IN CHARGE TO REMOVE ALL CARDBOARD FROM SHELVING UNIT. FOOD AND NON-FOOD CONTACT SURFACES MUST BE SMOOTH AND EASILY CLEANABLE.","41.99792361192017","-87.68495310638565","(41.99792361192017, -87.68495310638565)"
"2567648","CHILDREN'S WORLD DAYCARE","CHILDREN'S WORLD DAYCARE","2712191","Daycare Above and Under 2 Years","Risk 1 (High)","5807 N LINCOLN AVE ","CHICAGO","IL","60659","2022-11-29T00:00:00.000","License","Pass","55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED VENT COVER WITH DUST ACCUMULATION IN THE EMPLOYEE TOILET ROOM LOCATED IN THE REAR. INSTRUCTED THE PERSON IN CHARGE TO REMOVE DUST AND MAINTAIN.","41.98705013244154","-87.70153205076969","(41.98705013244154, -87.70153205076969)"
"2567697","STARBUCKS","STARBUCKS COFFEE (T1-B5)","34205","Restaurant","Risk 2 (Medium)","11601 W TOUHY AVE ","CHICAGO","IL","60666","2022-11-29T00:00:00.000","Canvass","Pass","47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED INTERIOR PANEL OF ICE MACHINE NOT SMOOTH AND EASILY CLEANABLE. RESTORE SURFACE TO A SMOOTH EASILY CLEANEBLE SURFACE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CUBOARDS IN DISREPAIR. SURFACE IS NOT SMOOTH AND EASILY CLEANABLE. RESTORE SURFACE TO A SMOOTH AND EASILY CLEANABLE SURFACE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOORS UNDER CABINETS AND IN CORNER UNDER GARBAGE UNCLEAN. CLEAN AND MAINTAIN FLOORS.","42.008536400868735","-87.91442843927047","(42.008536400868735, -87.91442843927047)"
"2568199","FINLEY DUNNE'S","FINLEY DUNNE'S","32761","Restaurant","Risk 1 (High)","3458 N LINCOLN AVE ","CHICAGO","IL","60657","2022-11-29T00:00:00.000","Non-Inspection","No Entry",,"41.94480001870207","-87.67240344622007","(41.94480001870207, -87.67240344622007)"
"2567729","JAIYEN II","JAIYEN II","2156798","Restaurant","Risk 1 (High)","3159 N CALIFORNIA AVE ","CHICAGO","IL","60618","2022-11-29T00:00:00.000","Canvass Re-Inspection","Pass","56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 4-202.18--INSTRUCTED TO DETAIL CLEAN KITCHEN EXHAUST HOOD/FILTERS TO REMOVE EXCESSIVE HANGING GREASE BUILD-UP AND MAINTAIN.","41.939377718397786","-87.69767589553513","(41.939377718397786, -87.69767589553513)"
"2567731","GIORDANO'S PIZZA","GIORDANO'S PIZZA","35633","Restaurant","Risk 1 (High)","5311 S BLACKSTONE AVE ","CHICAGO","IL","60615","2022-11-29T00:00:00.000","Canvass","Pass","49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO CLEAN THE INTERIOR PANEL OF THE ICE MACHINE ON THE SECOND FLOOR.  INSTRUCTED TO CLEAN THE REAR BOTTOM AREA OF THE FRYERS IN THE KITCHEN TO REMOVE GREASE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED A HOLE IN THE WALL IN THE STAIRWELL BETWEEN THE FIRST AND SECOND FLOOR; SEAL HOLE.  OBSERVED A HOLE IN THE WALL BY THE EXIT DOOR ON THE SECOND FLOOR; SEAL HOLE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE CEILING VENT AND TILE IN THE REAR PREP AREA BY THE WALK IN COOLER WITH DUST; INSTRUCTED TO CLEAN AND REMOVE DUST. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED EXPIRED FOOD HANDLER TRAINING CERTIFICATES; INSTRUCTED TO HAVE ALL FOOD HANDLERS OBTAIN VALID CERTIFICATES. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: INSTRUCTED THE PERSON IN CHARGE THAT ALL CITY OF CHICAGO FOOD SERVICE MANAGERS MUST OBTAIN THE REQUIRED FOOD ALLERGEN TRAINING CERTIFICATE.","41.799155754303854","-87.59028088059789","(41.799155754303854, -87.59028088059789)"
